CNPJ_Fundo;Data_Referencia;Versao;Data_Entrega;Nome_Fundo;Data_Funcionamento;Publico_Alvo;Codigo_ISIN;Quantidade_Cotas_Emitidas;Fundo_Exclusivo;Cotistas_Vinculo_Familiar;Mandato;Segmento_Atuacao;Tipo_Gestao;Prazo_Duracao;Data_Prazo_Duracao;Encerramento_Exercicio_Social;Mercado_Negociacao_Bolsa;Mercado_Negociacao_MBO;Mercado_Negociacao_MB;Entidade_Administradora_BVMF;Entidade_Administradora_CETIP;Nome_Administrador;CNPJ_Administrador;Logradouro;Numero;Complemento;Bairro;Cidade;Estado;CEP;Telefone1;Telefone2;Telefone3;Site;Email
33.701.501/0001-54;2020-12-01;1;2021-04-09;FRAM CAPITAL ODARA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-12-15;INVESTIDOR QUALIFICADO;;27000;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A;33701501000154;Rua Dr. Eduardo de Souza Aranha;153;4º andar;Vila Nova Conceição;São Paulo;SP;045-43120;(11) 3513-3144;(11) 3513-3133;(11) 3513-3179;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com
33.701.887/0001-02;2020-12-01;1;2021-03-31;INTRABANK FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-04;INVESTIDORES EM GERAL;0;1640;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;S;PLANNER TRUSTEE DTVM LTDA;33701887000102;AV. BRIGADEIRO FARIA LIMA;3900;10° ANDAR;ITAIM BIBI;SÃO PAULO;SP;04535-132;(11) 2172-2600;0800 179 444;;www.planner.com.br;investfundos@planner.com.br
33.721.517/0001-29;2020-06-01;2;2020-10-04;FII FOF INTEGRAL BREI;2019-09-13;INVESTIDORES EM GERAL;BRIBFFCTF007;666681;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;33721517000129;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
33.842.871/0001-01;2020-12-01;1;2021-03-19;YORK - FUNDO DE INVESTIMENTO IMOBILIARIO;2019-05-24;INVESTIDOR QUALIFICADO;BR028UCTF006;77100;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;33842871000101;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
33.884.145/0001-51;2020-12-01;1;2021-03-22;FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FII;2019-05-24;INVESTIDOR QUALIFICADO;BRFLCRR01M19;500000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;33884145000151;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
33.884.197/0001-28;2020-12-01;1;2021-03-31;SÃO MIGUEL DOS MILAGRES FUNDO DE INVESTIMENTO IMOBILIARIO;2019-08-15;INVESTIDORES EM GERAL;0;4665.96;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;S;N;S;S;PLANNER TRUSTEE DTVM LTDA;33884197000128;Avenida Brigadeiro Faria Lima;3900;10º andar;Itaim Bibi;São Paulo;SP;04538-132;(11) 2172-2600;0800 179 444;(11) 2172-2667;www.planner.com.br;investfundos@planner.com.br
34.007.109/0001-72;2020-12-01;1;2021-03-30;INTER TITULOS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;2019-08-23;INVESTIDORES EM GERAL;BRBICRCTF009;500000;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS;34007109000172;Avenida Barbacena;1219;21;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3614-5332;;;https://www.bancointer.com.br/inter-dtvm/;admfundos@interdtvm.com.br
34.027.774/0001-28;2020-12-01;1;2021-03-22;FUNDO DE INVESTIMENTO IMOBILIÁRIO RB CAPITAL I FOF;2020-02-20;INVESTIDORES EM GERAL;BRRFOFCTF001;1078164;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;34027774000128;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
34.081.611/0001-23;2020-12-01;1;2021-08-25;CAPITÂNIA REIT FOF - FII;2019-09-23;INVESTIDORES EM GERAL;BRCPFFCTF000;3973771;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;34081611000123;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3102;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
34.081.631/0001-02;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO HOUSI;2020-02-17;INVESTIDORES EM GERAL;BRHOSICTF009;573450;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;34081631000102;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
34.081.637/0001-71;2020-12-01;2;2021-01-28;BLUEMACAW LOGÍSTICA FUNDO INVESTIMENTO IMOBILIÁRIO;2020-10-21;INVESTIDORES EM GERAL;BRPATLCTF003;1900000;N;N;Renda;Outros;Ativa;Indeterminado;;31/12;S;N;N;S;N;VÓRTX DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;34081637000171;Rua Gilberto Sabino;215;4º Andar;PINHEIROS;São Paulo;SP;05425-020;(11) 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
34.197.700/0001-30;2020-12-01;3;2021-05-18;FUNDO DE INVESTIMENTO IMOBILIARIO TOURMALET;2019-10-31;INVESTIDOR QUALIFICADO;BRFNDACTF004;703198;N;N;Renda;Lajes Corporativas;Ativa;Determinado;2029-10-31;12/2020;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;34197700000130;Avenida Brigadeiro Faria Lima;1355;15º andar;Jardim Paulistano;São Paulo;SP;01452-002;(11) 2827-3500;;;www.singulare.com.br;fip.fii.adm@singulare.com.br
34.197.727/0001-22;2020-06-01;2;2020-10-04;MORE REAL ESTATE FOF FII FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-03-18;INVESTIDORES EM GERAL;BRVGIPCTF002;583842;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;34197727000122;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
34.197.776/0001-65;2020-06-01;2;2020-10-04;MOGNO HOTEIS FII;2019-12-13;INVESTIDOR QUALIFICADO;BRMGHTCTF005;833196;N;N;Renda;Hotel;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;34197776000165;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
34.197.811/0001-46;2020-05-01;1;2020-06-12;VALORA CRI INDICE DE PRECO FUNDO DE INVESTIMENTO IMOBILIARIO;2020-03-17;INVESTIDORES EM GERAL;BRVGIPCTF002;746011;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;Junho;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;34197811000146;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;sh-contato-fundoimobiliario@btgpactual.com
34.197.811/0001-46;2020-06-01;2;2020-10-05;VALORA CRI INDICE DE PREÇO - FII;2020-03-18;INVESTIDORES EM GERAL;BRVGIPCTF002;746011;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;34197811000146;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
34.471.719/0001-22;2020-12-01;1;2021-04-09;FRAM CAPITAL SBCLOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-10-07;INVESTIDOR QUALIFICADO;;30000;N;N;Desenvolvimento para Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;FRAM CAPITAL DTVM S.A.;34471719000122;Fram Capital DTVM S.A.;153;4º andar;Vila Nova conceição;São Paulo;SP;4543120;(11) 3513-3144;;;www.framcapitaldtvm.com;fiduciario@framcapitaldtvm.com
34.508.872/0001-87;2020-12-01;1;2021-03-31;URCA PRIME RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-12-10;INVESTIDOR PROFISSIONAL;BRURPRCTF002;754740;N;N;Híbrido;Outros;Ativa;Determinado;2021-09-22;Dezembro;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;34508872000187;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
34.508.923/0001-70;2020-12-01;1;2021-03-31;CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-07-24;INVESTIDOR PROFISSIONAL;BR045ECTF004;66220;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;34508923000170;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
34.509.007/0001-55;2020-12-01;1;2021-03-31;FUNDO DE INVESTIMENTO IMOBILIÁRIO JAPURÁ;2019-07-18;INVESTIDOR PROFISSIONAL;BR0458CTF002;641025.7858;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;34509007000155;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
34.547.078/0001-42;2020-12-01;1;2021-03-31;ARC FUNDO DE INVESTIMENTO IMOBILIÁRIO III - FII;2020-12-03;INVESTIDOR QUALIFICADO;0;8755.533145;N;N;Híbrido;Outros;Ativa;Indeterminado;;31/12;N;N;S;N;N;REAG DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS AS;34547078000142;Av Faria Lima;2277;17º andar;Vila Olimpia;São Paulo;SP;01452000;11 3514-1300;;;www.reag.com.br;dtvm@reag.com.br
34.598.181/0001-11;2020-12-01;1;2021-03-30;LOGCP INTER FUNDO DE INVESTIMENTO IMOBILÁRIO FII;2019-11-28;INVESTIDORES EM GERAL;BRLGCPCTF006;2732860;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA;34598181000111;Avenida Barbacena;1219;21º andar;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 3514-5332;(31) 3614-5321;;httsp://www.bancointer.com.br/inter-dtvm/;admfundos@interdtvm.com.br
34.691.925/0001-48;2020-12-01;1;2021-03-30;IMMOB III FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2019-11-27;INVESTIDOR PROFISSIONAL;BRFMOBCTF019;165392;S;N;Híbrido;Híbrido;Passiva;Indeterminado;;Dezembro;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
34.693.040/0001-88;2020-12-01;1;2021-03-30;IMMOB IV BRAGANÇA FI IMOBILIARIO;2020-03-16;INVESTIDOR PROFISSIONAL;BRIMIVCTF005;151028;S;N;Híbrido;Híbrido;Passiva;Indeterminado;;Dezembro;S;S;N;S;S;BEM DTVM LTDA;00066670000100;Núcleo Cidade de Deus;S/N;Prédio Prata - 4º Andar;Vl Yara;Osasco;SP;06029-900;(11) 3684-4522;;;www.bradescobemdtvm.com.br;bemdtvm@bradesco.com.br
34.736.432/0001-87;2020-12-01;3;2021-03-17;QUATÁ IMOB FUNDO DE FUNDOS - FUNDO DE INV. IMOBILIÁRIO;2020-06-04;INVESTIDORES EM GERAL;BRQMFFCTF007;150000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;34736432000187;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
34.736.474/0001-18;2020-06-01;1;2020-09-28;RBR DESENVOLVIMENTO COMERCIAL I - FII;2019-08-23;INVESTIDOR QUALIFICADO;;844050;N;N;Híbrido;Híbrido;Ativa;Determinado;2025-09-25;30/06;N;N;S;N;N;BRL TRUST DTVM S.A;34736474000118;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;11 3133-0350;;;WWW.BRLTRUST.COM.BR;fii@brltrust.com.br
34.736.510/0001-43;2020-12-01;1;2021-03-19;PERFORMA REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-24;INVESTIDOR PROFISSIONAL;;552000;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;34736510000143;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
34.835.191/0001-23;2020-06-01;1;2020-10-02;LUGGO FUNDO DE INVESTIMENTO IMOBILIA´RIO - FII;2019-12-09;INVESTIDORES EM GERAL;BRLUGGCTF007;900000;N;N;Renda;Residencial;Ativa;Indeterminado;;30/06;S;N;N;S;N;INTER DISTRIBUIDORA DE TÍTULOS E VALORES IMOBILIÁRIOS;34835191000123;Avenida Barbacena;1219;;Santo Agostinho;Belo Horizonte;MG;30190131;(31) 36145332;(31) 36145321;;https://www.bancointer.com.br/interdtvm/;admfundos@interdtvm.com.br
34.847.063/0001-08;2020-12-01;1;2021-03-19;ALIANZA FOF FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-03-13;INVESTIDORES EM GERAL;BRAFOFCTF007;367124;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;34847063000108;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
34.895.711/0001-93;2020-12-01;1;2021-03-18;CIVITAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-10-22;INVESTIDOR QUALIFICADO;;13539.94214;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Passiva;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;34895711000193;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
34.895.894/0001-47;2020-12-01;1;2021-03-22;BLUEMACAW OFFICE FUND II FII;2019-12-27;INVESTIDORES EM GERAL;BRBLMOR01M14;3797;N;N;Híbrido;Lajes Corporativas;Ativa;Determinado;2023-12-27;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;34895894000147;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.360.651/0001-77;2020-12-01;1;2021-03-18;BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-08;INVESTIDOR QUALIFICADO;;3877.99999;N;N;Desenvolvimento para Venda;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;35360651000177;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.434.880/0001-99;2020-12-01;1;2021-03-31;ANKARA DISTRESSED FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-05-12;INVESTIDOR PROFISSIONAL;BR044ZCTF002;13072.293479;N;N;Renda;Híbrido;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;35434880000199;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
35.449.574/0001-26;2020-12-01;1;2021-10-04;LOTE M2 FUNDO IMOBILIARIO;2020-03-04;INVESTIDOR PROFISSIONAL;BR0451CTF007;14667984.424;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;N;N;S;N;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;35449574000126;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
35.507.457/0001-71;2020-06-01;1;2020-10-02;VBI REITS FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-02-04;INVESTIDORES EM GERAL;BRRVBICTF009;1440000;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BRL TRUST DTVM S.A;35507457000171;RUA IGUATEMI;151;19 ANDAR;ITAIM BIBI;SÃO PAULO;SP;01451011;(11)3133-0350;;;WWW.BRLTRUST.COM.BR;fii@brltrust.com.br
35.507.610/0001-60;2020-12-01;1;2021-03-19;BARZEL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-11-12;INVESTIDORES EM GERAL;;14036375.2249;N;N;Renda;Logística;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DISTRIBUÍDORA DE TÍTULOS E VALORES MOBILIÁRIOS  S.A.;35507610000160;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.586.415/0001-73;2020-06-01;1;2020-10-02;HEDGE SHOPPING PARQUE DOM PEDRO FII;2019-11-22;INVESTIDOR QUALIFICADO;BRHPDPCTF003;2908813;N;N;Renda;Shoppings;Passiva;Indeterminado;;30/06;S;N;N;S;N;HEDGE INVESTMENTS DTVM LTDA;35.586.415/000;AVENIDA HORÁCIO LAFER;160;9º ANDAR (PARTE);ITAIM BIBI;SÃO PAULO;SP;04538-080;(11) 3124-4100;;;www.hedgeinvest.com.br;dtvm@hedgeinvest.com.br
35.652.060/0001-73;2020-06-01;2;2020-10-04;BLUECAP RENDA LOGISTICA FII;2020-05-21;INVESTIDOR QUALIFICADO;BRBLCPCTF007;656540;N;N;Renda;Outros;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;35652060000173;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
35.652.081/0001-99;2020-06-01;2;2020-10-04;GOLDEN LOGISTICA FII;2020-02-03;INVESTIDOR QUALIFICADO;BR03SPCTF004;17500;N;N;Renda;Logística;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;35652081000199;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
35.652.154/0001-42;2020-06-01;2;2020-10-05;GALAPAGOS FUNDO DE FUNDOS - FII;2020-06-04;INVESTIDOR QUALIFICADO;BRGCFFCTF009;70430;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Indeterminado;;30/06;S;N;N;S;N;BTG PACTUAL SERVIÇOS FINANCEIROS S.A. - DTVM;35652154000142;Praia de Botafogo;501;6º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(11) 3383-3441;;;www.btgpactual.com;ri.fundoslistados@btgpactual.com
35.689.670/0001-41;2020-12-01;1;2021-03-23;RBR DESENVOLVIMENTO COMERCIAL FEEDER FOF FII;2020-02-28;INVESTIDOR PROFISSIONAL;BRRCFFR01M17;323197.9;N;N;Títulos e Valores Mobiliários;Títulos e Val. Mob.;Ativa;Determinado;2025-11-22;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;35689670000141;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.689.733/0001-60;2020-12-01;1;2021-03-30;RB CAPITAL RECEBÍVEIS IMOBILIÁRIOS FII;2020-01-17;INVESTIDORES EM GERAL;BRRRCICTF005;481757;N;N;Renda;Títulos e Val. Mob.;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;35689733000160;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.704.849/0001-20;2020-12-01;1;2021-03-19;MILETO - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-02-04;INVESTIDOR PROFISSIONAL;;50;N;N;Híbrido;Híbrido;Passiva;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;35704849000120;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.705.463/0001-33;2020-12-01;1;2021-03-22;RBR LOG FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-01-02;INVESTIDORES EM GERAL;BRRBRLCTF001;5663649;N;N;Híbrido;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;BRL TRUST DTVM S.A.;35705463000133;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.705.542/0001-44;2020-12-01;1;2021-03-18;COLONIZADOR II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-01-28;INVESTIDORES EM GERAL;;606466.5262;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;BRL TRUST DTVM S.A.;35705542000144;Rua Iguatemi;151;19º andar;Itaim Bibi;São Paulo;SP;01451-011;(11)31330350;;;www.brltrust.com.br;fii@brltrust.com.br
35.725.659/0001-90;2020-12-01;1;2021-03-31;CAPITAL RS FUNDO DE INVESTIMENTO IMOBILIARIO FII;2020-09-02;INVESTIDOR QUALIFICADO;BR05J1CTF000;27900;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;35725659000190;Avenida Brigadeiro Faria Lima;1355;15° andar;Jardim Paulistano;São Paulo;SP;01452-002;(11) 2827-3500;;;www.singulare.com.br;fip.fii.adm@singulare.com.br
35.725.666/0001-91;2020-12-01;1;2021-03-31;BOA VISTA FUNDO DE INVESTIMENTO IMOBILIARIO FII;2020-08-25;INVESTIDOR QUALIFICADO;BR0597CTF007;3553.5;N;N;Híbrido;Híbrido;Ativa;Indeterminado;;31/12;N;N;S;N;N;SINGULARE CORRETORA DE TITULOS E VALORES MOBILIARIOS S.A;35725666000191;Avenida Brigadeiro Faria Lima;1355;15° andar;Jardim Paulistano;São Paulo;SP;01452-002;(11) 2827-3500;;;www.singulare.com.br;fip.fii.adm@singulare.com.br
35.741.868/0001-27;2020-12-01;1;2021-03-31;MERCADO MUNICIPAL DE SP - FDO. DE INV. IMOBILIÁRIO - FII;2020-09-28;INVESTIDOR PROFISSIONAL;;81532.59662062;S;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;N;N;S;N;N;TERRA INVESTIMENTOS DTVM LTDA.;35.741.868/000;Rua Joaquim Floriano;100;5º andar;Itaim;São Paulo;SP;04534000;11 3165.6046;11 3165.6004;11 3165.6000;www.terrainvestimentos.com.br;compliance@terrainvestimentos.com.br
35.754.164/0001-99;2020-12-01;1;2021-03-31;PÁTRIA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-08-05;INVESTIDORES EM GERAL;BRPATLCTF003;4991535;N;N;Desenvolvimento para Renda;Logística;Ativa;Indeterminado;;31/12;S;N;N;S;N;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.;35754164000199;Rua Gilberto Sabino;215;4º Andar;Pinheiros;São Paulo;SP;5425020;11 3030-7177;;;www.vortx.com.br;admfundos@vortx.com.br
35.755.044/0001-06;2020-12-01;1;2021-03-30;XP EXETER DESENVOLVIMENTO LOGISTICO - FII;2020-12-03;INVESTIDOR QUALIFICADO E PROFISSIONAL;;100906;N;N;Desenvolvimento para Venda;Logística;Ativa;Determinado;2026-12-03;31/12;N;S;N;N;S;OLIVEIRA TRUST DTVM S.A.;35755044000106;Avenida das Américas;3434;Bloco 07, sala 201;Barra da Tijuca;Rio de Janeiro;RJ;22640102;21 3514-0000;;;www.oliveiratrust.com.br;ger2.fundos@oliveiratrust.com.br
35.765.826/0001-26;2020-12-01;1;2021-03-31;AUTONOMY EDIFICIOS CORPORATIVOS FII;2019-10-18;INVESTIDORES EM GERAL;BRAIECCTF009;4824987;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;31/12;S;S;N;S;S;MODAL D.T.V.M. LTDA;35765826000126;PRAIA DE BOTAFOGO;501;5 ANDAR - TORRE PÃO DE AÇÚCAR;BOTAFOGO;RIO DE JANEIRO;RJ;22250040;2132237700;2132237746;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR
35.765.889/0001-82;2020-12-01;1;2021-03-31;JACARANDA - FUNDO DE INVESTIMENTO IMOBILIARIO;2020-10-06;INVESTIDORES EM GERAL;BRBRRICTF007;405000;N;N;Renda;Lajes Corporativas;Ativa;Indeterminado;;Dezembro;N;S;N;N;S;MODAL D.T.V.M. LTDA;35765889000182;Praia de Botafogo;501;5º Andar;Botafogo;Rio de Janeiro;RJ;22250-040;(21) 32237700;;;HTTPS://MODAL.COM.BR;FUNDOS.MODAL@MODAL.COM.BR
